collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments
91386,col,,134.46666,33.799999,Kawaguchi-mura,,,1,Tithonian,Berriasian,152.1,139.8,Eguchi,1951,30709,JP,Tokushima,,based on nearby landmark,minutes,small collection,"along the middle Nakagawa River, Kaibe-gun",gp_mid,141.97,51.77,610,JP,,,Torinosu,,bed,,,,,,,,,,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91399,col,,130.649994,32.433334,Sakamoto,,,4,Tithonian,Berriasian,152.1,139.8,Eguchi,1951,30709,JP,Kumamoto,,based on nearby landmark,minutes,outcrop,"Sakamoto-mura, Yatsushiro-gun",gp_mid,137.98,49.39,610,JP,,,Torinosu,,group of beds,,,,,,,,,,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91400,col,,130.600006,32.316666,Ebirase,,,1,Tithonian,Berriasian,152.1,139.8,Eguchi,1951,30709,JP,Kumamoto,,based on nearby landmark,minutes,outcrop,"Yoshio-mura, Ashikita-gun",gp_mid,137.99,49.27,610,JP,,,Torinosu,,group of beds,,,,,,,,,,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91401,col,,139.21666,35.716667,Itsukaichi,,,6,Oxfordian,Tithonian,163.5,145,Eguchi,1951,30709,JP,Tokyo,,based on nearby landmark,minutes,local area,"Fukawaza, Nishitokura and Taru near Itsukaichi",gp_mid,149.85,55.3,610,JP,,,,,group of beds,,,,,,,,,"""Torinosu""-type limestone",limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91492,col,Camarena,-4.783333,37.383331,Puente Genil,,Reef 2427,8,Bathonian,,168.3,166.1,Reolid et al.,2009,30827,ES,Andalucia,,based on nearby landmark,minutes,local area,Puente Genil and Sierra de Cabra (Cordoba) and Sierra de Estepa (Sevilla),gp_mid,15.98,23.6,304,ES,,Camarena,,,group of beds,,,,,,,,Camarena Formation: Early Bajocian-Middle Bathonian; studied section in the upper part of the formation,coral biostromes located among oolitic shoals,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,"macrofossils,microfossils",,,,,,,,body,poor,,,,,,,,,,,,paleoecologic,"peel or thin section,field collection",,,,,,,,
91634,col,Castelgomberto,11.383333,45.583332,"Monte Grumi, Castelgomberto",,Reef 684,57,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,near Castelgomberto,gp_mid,16.21,38.31,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91645,col,Castelgomberto,11.383333,45.583332,"Monte Castellaro, Castelgomberto",,Reef 684,21,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,near Castelgomberto,gp_mid,16.21,38.31,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91646,col,Castelgomberto,11.383333,45.549999,Monte delle Carrioli,,Reef 684,15,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,estimated from map,minutes,outcrop,Agno River area,gp_mid,16.19,38.28,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91647,col,Castelgomberto,11.45,45.549999,Monteviale,,Reef 684,11,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,,gp_mid,16.25,38.27,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91648,col,Castelgomberto,11.45,45.549999,Monte Rivon,,,3,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,estimated from map,minutes,outcrop,near Monteviale,gp_mid,16.25,38.27,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91649,col,Castelgomberto,11.45,45.549999,Monte Carlotta,,,7,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,estimated from map,minutes,outcrop,,gp_mid,16.25,38.27,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91651,col,Castelgomberto,11.4,45.5,Montecchio Maggiore,,Bernuffi,10,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,,gp_mid,16.19,38.23,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91652,col,Castelgomberto,11.483333,45.516666,Monte Spiado,,,8,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,estimated from map,minutes,outcrop,,gp_mid,16.27,38.23,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91655,col,Castelgomberto,11.383333,45.616669,Montepulgo,,,6,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,near Castelgomberto,gp_mid,16.22,38.34,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91656,col,Castelgomberto,11.5,45.416668,Zovencedo,,,1,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,,gp_mid,16.25,38.13,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91657,col,Castelgomberto,11.45,45.549999,Canal di Peruzzo,,,7,Rupelian,,33.9,28.1,Reuss,1868,30888,IT,Veneto,Vicenza,estimated from map,minutes,outcrop,,gp_mid,16.25,38.27,307,IT,,Castelgomberto,,,group of beds,,,,,,,,,marly limestones,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
91676,col,Balgarene,25.366667,43.083332,Novo Selo,,Reef 4013,6,Early Barremian,,130,125.45,Idakieva,2007,30902,BG,Lovech,,based on nearby landmark,minutes,outcrop,"N of Novo Selo, 20 km W of Veliko Tarnovo",gp_mid,37.97,11.18,308,BG,,Balgarene,Lovech Urgonian,,group of beds,,,,,,,,transition of the Balgarene-Emen Formation,"reefal limestones (Emen Formation) separated by lagoonal marls, siltstones and sandstones (Balgarene Formation)",marl,,lithified,,,"""limestone""",,lithified,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91679,col,Smochan,24.666668,43.116669,Izvorche,,Reef 4007,4,Late Barremian,,130,125.45,Idakieva,2007,30902,BG,Lovech,,based on nearby landmark,minutes,outcrop,SW of Lovech,gp_mid,37.88,11.69,308,BG,,Smochan,Lovech Urgonian,,group of beds,,,,,,,,,"lagoonal marls, siltstones and sandstones with small coral biostromes and patch reefs",marl,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91682,col,Balgarene,25.466667,43.066666,Pushevo,,Reef 4008,2,Early Barremian,,130,125.45,Idakieva,2007,30902,BG,Lovech,,based on nearby landmark,minutes,outcrop,"N of Pushevo, 13 km W of Veliko Tarnovo",gp_mid,37.97,11.11,308,BG,,Balgarene,Lovech Urgonian,,group of beds,,,,,,,,transition of the Balgarene-Emen Formation,"reefal limestones (Emen Formation) separated by lagoonal marls, siltstones and sandstones (Balgarene Formation)",marl,,lithified,,,"""limestone""",,lithified,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91683,col,Balgarene,25.733334,43.066666,Dragizhevo,,Reef 4008,1,Early Barremian,,130,125.45,Idakieva,2007,30902,BG,Lovech,,based on nearby landmark,minutes,outcrop,8 km E of Veliko Tarnovo,gp_mid,38.02,10.92,308,BG,,Balgarene,Lovech Urgonian,,group of beds,,,,,,,,transition of the Balgarene-Emen Formation,"reefal limestones (Emen Formation) separated by lagoonal marls, siltstones and sandstones (Balgarene Formation)",marl,,lithified,,,"""limestone""",,lithified,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91684,col,,55,39.333332,"Malyy Balkhan Mountains, unit 2",,Reef 3686,5,Early Barremian,,130,125.45,Kuzmicheva,1987,30905,TM,,,based on nearby landmark,minutes,outcrop,"W part of the Malyy Balkhan Mts., Krasnovodskaya Oblast",gp_mid,70.68,27.31,402,TM,,,,,group of beds,,,,,,,,second biostrome,biostrome,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91685,col,,55,39.333332,"Malyy Balkhan Mountains, unit 3",,Reef 3686,13,Early Barremian,,130,125.45,Kuzmicheva,1987,30905,TM,,,based on nearby landmark,minutes,outcrop,"W part of the Malyy Balkhan Mts., Krasnovodskaya Oblast",gp_mid,70.68,27.31,402,TM,,,,,group of beds,,,,,,,,third bioherm,bioherm,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91686,col,,55,39.333332,"Malyy Balkhan Mountains, unit 4",,Reef 3686,5,Early Barremian,,130,125.45,Kuzmicheva,1987,30905,TM,,,based on nearby landmark,minutes,outcrop,"W part of the Malyy Balkhan Mts., Krasnovodskaya Oblast",gp_mid,70.68,27.31,402,TM,,,,,group of beds,,,,,,,,,bioherm,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91687,col,,55,39.333332,"Malyy Balkhan Mountains, unit 5",,Reef 3686,5,Early Barremian,,130,125.45,Kuzmicheva,1987,30905,TM,,,based on nearby landmark,minutes,outcrop,"W part of the Malyy Balkhan Mts., Krasnovodskaya Oblast",gp_mid,70.68,27.31,402,TM,,,,,group of beds,,,,,,,,,biostrome,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91688,col,,55,39.333332,"Malyy Balkhan Mountains, unit 6",,Reef 3686,1,Early Barremian,,130,125.45,Kuzmicheva,1987,30905,TM,,,based on nearby landmark,minutes,outcrop,"W part of the Malyy Balkhan Mts., Krasnovodskaya Oblast",gp_mid,70.68,27.31,402,TM,,,,,group of beds,,,,,,,,,biostrome,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91689,col,,55.616669,40.216667,"Kel'dzhe Range, Tuarkyr",,,2,Barremian,,129.4,125,Kuzmicheva,1987,30905,TM,,,estimated from map,minutes,outcrop,,gp_mid,71.33,28.51,402,TM,,,,,group of beds,,,,,,,,Lower-Upper Barremian boundary,,limestone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91782,col,Urtabulak,64.849998,38.916668,Zevardi,,Reef 2001,14,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,well Zevardi,gp_mid,72.33,35.45,402,UZ,,Urtabulak,,,group of beds,,,,,,,,interval 2758-2865 m,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91783,col,,65.849998,38.416668,Shurtan,,Reef 2358,5,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,S of Qarshi,gp_mid,73.45,35.29,402,UZ,,,,,group of beds,,,,,,,,interval 2898-2950 m,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91784,col,Urtabulak,64.25,39.083332,Dengizkul,,Reef 2359,7,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,,gp_mid,71.72,35.42,402,UZ,,Urtabulak,,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91786,col,Urtabulak,65.433334,39.133331,Kara-Kum,,Reef 2356,7,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,Maymanak area,gp_mid,72.74,35.82,402,UZ,,Urtabulak,,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91787,col,Urtabulak,64.48333,38.933334,Mekhidzhan,,Reef 2359,9,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,estimated from map,minutes,outcrop,S of Urtabulak reef,gp_mid,72,35.35,402,UZ,,Urtabulak,,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
91788,col,,67.01667,38.200001,Derbent,,Reef 4014,4,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,"W of Boysun, SW Gissar Range",gp_mid,74.59,35.45,402,UZ,,,,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91827,col,,67.316666,38.616669,Karasan,,Reef 2357,3,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,SW Gissar Range,gp_mid,74.65,35.93,402,UZ,,,,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91828,col,Baysun,66.73333,37.966667,"Tangi-Duval, Kugitang-Tau Mts.",,Reef 2851,4,Early Callovian,,164.7,161.2,Khusanov,1987,30929,UZ,,,based on nearby landmark,minutes,outcrop,,gp_mid,78.04,35.58,402,UZ,,Baysun,,,group of beds,,,,,,,,late Early Callovian,,marl,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91829,col,,66.73333,37.966667,"Tangi-Duval, Kugitang-Tau Mts.",,Reef 4015,3,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Khusanov,1987,30929,UZ,Surkhandarya,,based on nearby landmark,minutes,outcrop,,gp_mid,74.45,35.15,402,UZ,,,Kugitang,,group of beds,,,,,,,,,,reef rocks,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91899,col,Castelgomberto,11.4,45.516666,Monte Bastia,,Reef 684,20,Rupelian,,33.9,28.1,Bosellini,1988,30940,IT,Veneto,Vicenza,based on nearby landmark,minutes,outcrop,"N of Montecchio Maggiore, E Lessini Mts.",gp_mid,16.2,38.24,307,IT,,Castelgomberto,,,group of beds,,,,,,,,Late Rupelian,high species diversity community in more muddy substrates,marl,,lithified,,,grainstone,,lithified,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
91903,col,Matmor,34.974998,30.933332,"Hamakhtesh Hagadol, Negev",,Reef 2749,1,Late Callovian,,164.7,161.2,Hudson,1958,30947,IL,,,based on nearby landmark,minutes,outcrop,"Previously known as Maktesh Hathira, 30 km SE of Beersheba",gp_mid,39.54,4.47,508,IL,,Matmor,,,group of beds,athleta,,,,,,,"Originally assigned to the Argovian (= upper Oxfordian). Now considered of Callovian age (M. Wilson, pers. comm. 2009).",58 m of limestones and marl with abundant corals and stromatoporoids,limestone,,,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,,,,,,,,,,,,,,taxonomic,"peel or thin section,field collection",,,,,,,,
92080,col,Son Sastre Sandstones and Lutites,2.9675,39.543888,"Son Sastre, Mallorca",,Reef 4016,13,Rupelian,,33.9,28.1,Alvarez et al.,1989,30997,ES,,,stated in text,seconds,outcrop,NE of Randa,gp_mid,,,coordinates not computable using this model,ES,,Son Sastre Sandstones and Lutites,,,group of beds,,,,,,,,Lower Rupelian,coral patches and small patch-reefs probably in a lagoonal environment,limestone,,lithified,,,,,,,,intrashelf/intraplatform reef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
92081,col,Alaro Calcarenite,2.45,39.533333,"Puig de Peguera, Mallorca",,,3,Rupelian,,33.9,28.1,Alvarez et al.,1989,30997,ES,,,estimated from map,minutes,small collection,,gp_mid,,,coordinates not computable using this model,ES,,Alaro Calcarenite,,,bed,,,,,,,,Lower Rupelian,coral patches probably in a lagoonal environment,grainstone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,
92083,col,Alaro Calcarenite,2.363333,39.553612,"Cala d'Egos, Mallorca",,,5,Rupelian,,33.9,28.1,Alvarez et al.,1989,30997,ES,,,stated in text,seconds,outcrop,SW of Andratx,gp_mid,,,coordinates not computable using this model,ES,,Alaro Calcarenite,,,group of beds,,,,,,,,Lower Rupelian,coral patches probably in a lagoonal environment,grainstone,,lithified,,,,,,,,perireef or subreef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,
92084,col,Son Sastre Sandstones and Lutites,2.933333,39.5,"S'Aresteta, Mallorca",,Reef 4016,7,Rupelian,,33.9,28.1,Alvarez et al.,1989,30997,ES,,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,ES,,Son Sastre Sandstones and Lutites,,,group of beds,,,,,,,,Lower Rupelian,coral patches and small patch-reefs probably in a lagoonal environment,limestone,,lithified,,,,,,,,intrashelf/intraplatform reef,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,
92102,col,,-9.133333,38.716667,Lisboa City,,Reef 1997,5,Aquitanian,,23.03,20.44,Chevalier,1964,31005,PT,,,based on nearby landmark,minutes,local area,"Prazeres, Tunel do Rossio and Rua Sao Filipe de Neri in Lisboa City",gp_mid,-5.86,35.43,304,PT,,,,,group of beds,,,,,,,,,,limestone,,lithified,,,,,,,,"reef, buildup or bioherm",,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
92589,col,,129.949997,28.266666,"Kikai Island, Kamikatetsu, fore-reef",,Reef 3941,26,Late Pleistocene,,0.126,0.0117,Yabe and Eguchi,1942,31200,JP,,,based on nearby landmark,minutes,outcrop,"plateau district near Kamikatetsu, SE Kikai Island",gp_mid,,,coordinates not computable using this model,JP,,,Ryukyu,,group of beds,,,,,,,,"Th/U age: 82,000 +/- 2,000","moderately sorted, unconsolidated to weakly cemented, and grain-supported limestone with foraminifers, brachiopods, bryozoans, molluscs, echinoids, solitary corals and fragmental calcareous algae, and very rare hermatypic corals and coralline algae in growth position",grainstone,,,,,,,,,,perireef or subreef,,"fore-reef sediments, water depth 120 m or less",macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,field collection,,,,,,,,corals only
92739,col,Tamiami,-82.530556,27.33639,Warren Brothers Pit - Bed 3 [Pinecrest Fm],,,1,Late Pliocene,,3.6,2.588,Weisbord,1972,31274,US,Florida,Sarasota,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Warren Brothers Pit [=APAC pit?], 4.5 mi. E of U.S. 301, 17th St, dead-end turn left on paved road, go. 0.4 mi., pits on right, Sarasota, Sarasota Co., FL. LAT/LONG: estimated for Sarasota, Florida.",gp_mid,-81.43,27.83,109,US,,Tamiami,,Pinecrest,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Pinecrest beds ?=Pinecrest Mbr. AGE: Late Pliocene; Middle Pliocene in text. STRATIGRAPHIC POSITION: From Bed 3 (4 ft thickness), near middle of section.","SPECIFIC LITHOLOGY: Sandstone, shelly. LITHIFICATION: Unlithified, based on figured specimens.",sandstone,shelly/skeletal,unlithified,,Y,,,,,,"reef, buildup or bioherm",,ENVIRONMENT: Oyster biostrome.,macrofossils,,,,,,,,"body,original aragonite",,,,,,,,,,,,TAPHONOMY: No taphonomic data reported in text.,taxonomic,"surface (float),field collection",,some genera,,,,,"COLLECTOR: Multiple collectors. REPOSITORY: Florida State University, Dept. of Geology.",COVERAGE: Limited to taxa described in text and characteristic taxa. NOMENCLATURE: Authoritative publication with somewhat antiquated nomenclature and species-resolution identifications.
92740,col,Tamiami,-82.530556,27.33639,Warren Brothers Pit - Bed 1 [Pinecrest Fm],,,1,Late Pliocene,,3.6,2.588,Weisbord,1972,31274,US,Florida,Sarasota,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Warren Brothers Pit [=APAC pit?], 4.5 mi. E of U.S. 301, 17th St, dead-end turn left on paved road, go. 0.4 mi., pits on right, Sarasota, Sarasota Co., FL. LAT/LONG: estimated for Sarasota, Florida.",gp_mid,-81.43,27.83,109,US,,Tamiami,,Pinecrest,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From Pinecrest beds ?=Pinecrest Mbr. AGE: Late Pliocene; Middle Pliocene in text. STRATIGRAPHIC POSITION: From Bed 1 (3 ft thickness), at base of section.","SPECIFIC LITHOLOGY: Light gray to green shell hash, quartz sand. LITHIFICATION: Unlithified, based on figured specimens.",sandstone,"shelly/skeletal,gray,green",unlithified,,Y,,,,,,"reef, buildup or bioherm",,ENVIRONMENT: Oyster biostrome.,macrofossils,,,,,,,,"body,original aragonite",,,,,,,,,frequent,,,TAPHONOMY: No taphonomic data reported in text.,taxonomic,"surface (float),field collection",,some genera,,,,,"COLLECTOR: Multiple collectors. REPOSITORY: Florida State University, Dept. of Geology.",COVERAGE: Limited to taxa described in text and characteristic taxa. NOMENCLATURE: Authoritative publication with somewhat antiquated nomenclature and species-resolution identifications.
