"r_number","name","country","formation","system","series","intervall","max_ma","min_ma","time_slice_text","reliabilit","subsurface_text","type_text","thickness_text","m_thick","width_text","m_width","extension_text","m_ext","ext_belt","belonging","tropical_text","environment_text","subenvironment_text","bathymetry_text","biota_main_t","biota_sec_text","biota_deta_text","alg_type_text","p_lmc","p_arag","p_hmc","upwell_text","control_text","diversity_text","m_spec","guild_text","macro_bor_text","micro_bor_text","vert_zonat_text","hor_zonat_text","micrite_text","sparite_text","debris_text","dolomite_text","reservoir_text","latit","longit","collection","pal_lat_scotese","pal_long_scotese"
"1330","Rocca di Cave II","Italy","","Cretaceous","Upper Cretaceous","Cenomanian","100.50","93.90","late Cenomanian - early Campanian","2","Outcropping reef","Reef mound","","","","","","","20","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Rudists","Algae","Corals - stromatoporoids (chaetetids) - algae (stromatolites) - rudists - (spicular sponges)","","40","50","10","no","no","6 to 24 reef building species","","Constructor guild","Present","Present","","","30-60% micrite","10-25% sparite","High production of reefal debris","","No or unknown reservoir potential","41.8167","12.9333","74624","24.7395","12.342"
"2877","Cellon, Carnic Alps","Italy","Hohe Warte Limestone","Devonian","Lower Devonian","Pragian","410.80","407.60","middle Pridolian - middle Pragian","2","Outcropping reef","Biostrome","10 to 100 m thick","49","","","More than 1000 m","7000","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","","Stromatoporoids","Echinoderms","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","","","","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","46.6083","12.9333","81664","-46.3329","55.4835"
"2878","Cellon, Carnic Alps","Italy","Plattenkalk","Devonian","Lower Devonian","Emsian/Eifelian","407.60","387.70","late Pragian - Eifelian","2","Outcropping reef","Biostrome","10 to 100 m thick","84","","","10 - 100 m","","","","Tropical or unknown","","Unknown","","Stromatoporoids","Stromatoporoids","Stromatoporoids or chaetetids only","","0","0","100","no","no","","","Constructor guild","","","","","","","High production of reefal debris","","No or unknown reservoir potential","46.6083","12.9333","","-39.5114","47.8016"
"869","Limhamn","Sweden","","Paleogene","Paleocene","middle Danian","66.00","61.60","middle Campanian - Danian/Selandian","3","Outcropping reef","Reef mound","10 to 100 m thick","15","","","10 - 100 m","","80","870","Cold - water","Basin","Shallow basin","Below fair weather wave base","Bryozoans","Corals","Corals - bryozoans - (algae) - (bivalves)","","60","20","20","no","no","Less than 6 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","55.5667","12.95","69603","48.8409","9.53651"
"286","Amanda, Adriatic Sea","Italy","","Permian","Lower Permian","Sakmarian","295.00","290.10","Sakmarian - Kungurian","2","Seismic data available","Reef mound","10 to 100 m thick","","","","More than 100 m","","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Below fair weather wave base","Tubiphytes","Algae","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","Red algae","0","0","100","no","no","6 to 24 reef building species","","Binder guild","","","","","30-60% micrite","More than 25% sparite","Low production of reefal debris","","Actual reservoir","45.4167","12.9833","","-8.49047","23.6376"
"2879","Palgrunde, Carnic Alps","Italy","Plattenkalk","Devonian","Middle Devonian","lower Givetian","387.70","382.70","Givetian - early Famennian","3","Outcropping reef","True reef","10 to 100 m thick","58","","","","","","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","","Stromatoporoids","Stromatoporoids","","","0","0","100","no","no","","","","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","46.6","12.9833","","-32.8712","37.2904"
"3111","Cesarolo 1 well, Friuli","Italy","Ellipsactinia Limestone","Jurassic","Upper Jurassic","Oxfordian-Kimmeridgian","163.50","152.10","late Bathonian - early Tithonian","2","Seismic data available","True reef","More than 500 m thick","950","More than 1000 m wide","","More than 1000 m","","","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Stromatoporoids","Stromatoporoids","","","0","0","100","no","no","","","Constructor guild","","","","","","","High production of reefal debris","","No or unknown reservoir potential","45.7","13","","32.6163","21.1792"
"266","Azizia","Libya","","Triassic","Upper Triassic","Carnian","235.00","228.00","Induan - early Carnian","2","Outcropping reef","True reef","","","","","","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Algae","Algae","","Red algae","0","100","0","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","High production of reefal debris","","No or unknown reservoir potential","32.5","13.0167","","3.57066","13.192"
"1941","Ricetto, Mt. Carseolani","Italy","","Cretaceous","Upper Cretaceous","Santonian","86.30","83.60","late Cenomanian - early Campanian","2","Outcropping reef","Biostrome","Less than 10 m thick","5","","","10 - 100 m","","30","1940","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Rudists","Corals","Rudists - corals - algae/microbes - (brachiopods)","","40","60","0","no","no","6 to 24 reef building species","","Constructor guild","Present","Present","","","More than 60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","42.25","13.0167","67594","27.1471","13.4155"
"44","Hochkönig","Austria","Dachstein","Triassic","Upper Triassic","upper Norian","214.00","208.50","late Carnian - middle Hettangian","2","Outcropping reef","True reef","101-500 m thick","","More than 1000 m wide","","More than 1000 m","","200","9","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Corals","Calcisponges","Corals - calcareous sponges (hydrozoans) - solenoporaceans - (Tubiphytes) - (bryozoans)","","0","100","0","no","no","25 or more reef building species","27","Baffler guild","Present","Present","","","30-60% micrite","10-25% sparite","High production of reefal debris","","No or unknown reservoir potential","47.45","13.0667","25261","29.1772","15.9719"
"3395","Zollner See, Carnic Alps","Austria","Auernig Group","Carboniferous","Upper Carboniferous","lower Kasimovian","307.00","303.70","Bashkirian - Kasimovian","3","Outcropping reef","Reef mound","Less than 10 m thick","4","Less than 10 m wide","","Less than 20 m","10","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Algae","Algae","","Green algae","0","100","0","no","no","Less than 6 reef building species","3","Baffler guild","","","","","30-60% micrite","10-25% sparite","Medium production of reefal debris","","No or unknown reservoir potential","46.5833","13.0833","50816","-12.4644","23.3575"
"4068","Flank of theSchulterkofel, Carnic Alps, Ringmauer area","Austria","Grenzland, Upper Pseudoschwagerina Limestone","Carboniferous","Upper Carboniferous","upper Gzhelian","303.70","298.90","Gzhelian - Asselian","1","Outcropping reef","Reef mound","10 to 100 m thick","20","10 - 100 m wide","30","","100","","","Tropical or unknown","Shelf or Platform margin","Unknown","Below storm wave base","Algae","Microbes","Algae - microbes - stromatoporoids - (corals) - (bryozoans)","Green algae","","","","no","no","6 to 24 reef building species","7","","Present","Present","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","Present","No or unknown reservoir potential","46.35","13.1","","-11.1606","23.4863"
"313","Val di Puartis","Italy","","Carboniferous","Upper Carboniferous","lower Kasimovian","307.00","303.70","Bashkirian - Kasimovian","3","Outcropping reef","Reef mound","Less than 10 m thick","","","","Less than 20 m","","1","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Corals","Stromatoporoids","Corals only","","60","40","0","no","no","Less than 6 reef building species","2","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","46.575","13.1167","49712","-12.4869","23.3673"
"3476","Pietrasecca, Carseolani Mountains","Italy","","Cretaceous","Upper Cretaceous","upper Santonian","86.30","83.60","late Cenomanian - early Campanian","3","Outcropping reef","Biostrome","Less than 10 m thick","","","","","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Rudists","Rudists","Rudists only (sometimes with microbial encrustations)","","60","40","0","no","no","6 to 24 reef building species","9","Constructor guild","Present","Present","","","More than 60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","42.1333","13.1167","67597","27.0143","13.4586"
"1148","N-Friuli Platform","Italy","","Jurassic","Upper Jurassic","Oxfordian","163.50","157.30","late Bathonian - early Tithonian","2","Seismic data available","True reef","10 to 100 m thick","","","","More than 100 m","","150","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Corals","Stromatoporoids","Scleractinian corals - (chaetetids, stromatoporoids-hydrozoans-spongiomorphids) - algae - microbes","","10","70","20","no","no","25 or more reef building species","","Constructor guild","","","","","","","High production of reefal debris","","No or unknown reservoir potential","46.25","13.1333","","32.9668","21.8861"
"5","Adnet, Salzburg","Austria","","Triassic","Upper Triassic","upper Rhaetian","204.00","201.30","late Carnian - middle Hettangian","3","Outcropping reef","True reef","101-500 m thick","","","","More than 100 m","","1","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Corals","Calcisponges","Corals - calcareous sponges (hydrozoans) - solenoporaceans - (Tubiphytes) - (bryozoans)","","0","100","0","no","yes","25 or more reef building species","45","Baffler guild","Present","Present","Medium zonation","Medium zonation","30-60% micrite","10-25% sparite","Medium production of reefal debris","","No or unknown reservoir potential","47.7","13.1667","22963","32.6069","16.4294"
"80","Hoher Göll, Bavaria","Germany","Dachstein","Triassic","Upper Triassic","upper Norian","214.00","208.50","late Carnian - middle Hettangian","3","Outcropping reef","True reef","101-500 m thick","","More than 1000 m wide","","More than 1000 m","","200","9","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Corals","Corals - calcareous sponges (hydrozoans) - solenoporaceans - (Tubiphytes) - (bryozoans)","","10","90","0","no","no","25 or more reef building species","61","Constructor guild","Present","Present","Pronounced zonation","Pronounced zonation","Less than 30% micrite","More than 25% sparite","High production of reefal debris","","No or unknown reservoir potential","47.6333","13.1667","58093","29.2922","16.1528"
"312","Ringmauer, Carnic Alps","Austria","Auernig","Carboniferous","Upper Carboniferous","upper Gzhelian","303.70","298.90","Gzhelian - Asselian","3","Outcropping reef","Reef mound","10 to 100 m thick","22","","","10 - 100 m","","10","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Below fair weather wave base","Algae","Tubiphytes","Algae - bivalves - (bryozoans) - (siliceous sponges)","Green algae","0","80","20","no","no","Less than 6 reef building species","4","Baffler guild","","Present","Low zonation","Low zonation","More than 60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","46.5917","13.1667","24319","-11.028","23.6975"
"2949","Adnet","Austria","Adnet","Jurassic","Lower Jurassic","lower Sinemurian","199.30","190.80","late Hettangian - early Aalenian","3","Outcropping reef","Biostrome","Less than 10 m thick","1","","","Less than 20 m","15","1","","Tropical or unknown","Ramp or Slope","Deeper slope or outer ramp","Below fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","yes","Less than 6 reef building species","2","Binder guild","","","Low zonation","Low zonation","","","","","No or unknown reservoir potential","47.7","13.1667","","32.8773","19.462"
"84","Monte Genuardo, Sicily","Italy","","Triassic","Upper Triassic","Norian/Rhaetian","228.00","201.30","late Carnian - middle Hettangian","2","Outcropping reef","Reef mound","101-500 m thick","","","","More than 1000 m","","12","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Calcisponges","Stromatoporoids","Coralline sponges (chaetetids) - microbes - corals","","0","100","0","no","no","25 or more reef building species","21","Baffler guild","Present","Present","","","Less than 30% micrite","10-25% sparite","High production of reefal debris","Present","No or unknown reservoir potential","37.6806","13.1806","38061","19.2217","10.6126"
